sample,image,slide,group,area,index,files
Visium_FFPE_Mouse_Brain,Visium_FFPE_Mouse_Brain_image,V11J26-127-B1,group1,B1,SI-TS-B7,Visium_FFPE_Mouse_Brain_filtered_feature_bc_matrix.h5
